Area,Highest qualification,Age group,Sex,Value,Flags
Waikato Region,Level 4 certificate,20-24 years,Male,1434,
Waikato Region,Level 4 certificate,20-24 years,Female,852,
Waikato Region,Level 5 or level 6 diploma,20-24 years,Male,693,
Waikato Region,Level 5 or level 6 diploma,20-24 years,Female,822,
Waikato Region,Bachelor degree and level 7 qualification,20-24 years,Male,1011,
Waikato Region,Bachelor degree and level 7 qualification,20-24 years,Female,2007,
Waikato Region,Post-graduate and honours degrees,20-24 years,Male,147,
Waikato Region,Post-graduate and honours degrees,20-24 years,Female,186,
Waikato Region,Masters degree,20-24 years,Male,54,
Waikato Region,Masters degree,20-24 years,Female,57,
Waikato Region,Doctorate degree,20-24 years,Male,0,
Waikato Region,Doctorate degree,20-24 years,Female,0,
Waikato Region,Overseas secondary school qualification,20-24 years,Male,456,
Waikato Region,Overseas secondary school qualification,20-24 years,Female,441,
Waikato Region,Not elsewhere included,20-24 years,Male,1641,
Waikato Region,Not elsewhere included,20-24 years,Female,1308,
Bay of Plenty Region,No qualification,20-24 years,Male,1017,
Bay of Plenty Region,No qualification,20-24 years,Female,897,
Bay of Plenty Region,Level 1 certificate,20-24 years,Male,804,
Bay of Plenty Region,Level 1 certificate,20-24 years,Female,777,
Bay of Plenty Region,Level 2 certificate,20-24 years,Male,1011,
Bay of Plenty Region,Level 2 certificate,20-24 years,Female,996,
Bay of Plenty Region,Level 3 certificate,20-24 years,Male,1017,
Bay of Plenty Region,Level 3 certificate,20-24 years,Female,1383,
Bay of Plenty Region,Level 4 certificate,20-24 years,Male,813,
Bay of Plenty Region,Level 4 certificate,20-24 years,Female,516,
Bay of Plenty Region,Level 5 or level 6 diploma,20-24 years,Male,648,
Bay of Plenty Region,Level 5 or level 6 diploma,20-24 years,Female,567,
Bay of Plenty Region,Bachelor degree and level 7 qualification,20-24 years,Male,426,
Bay of Plenty Region,Bachelor degree and level 7 qualification,20-24 years,Female,789,
Bay of Plenty Region,Post-graduate and honours degrees,20-24 years,Male,57,
Bay of Plenty Region,Post-graduate and honours degrees,20-24 years,Female,93,
Bay of Plenty Region,Masters degree,20-24 years,Male,9,
Bay of Plenty Region,Masters degree,20-24 years,Female,24,
Bay of Plenty Region,Doctorate degree,20-24 years,Male,0,
Bay of Plenty Region,Doctorate degree,20-24 years,Female,3,
Bay of Plenty Region,Overseas secondary school qualification,20-24 years,Male,207,
Bay of Plenty Region,Overseas secondary school qualification,20-24 years,Female,174,
Bay of Plenty Region,Not elsewhere included,20-24 years,Male,1089,
Bay of Plenty Region,Not elsewhere included,20-24 years,Female,915,
Gisborne Region,No qualification,20-24 years,Male,222,
Gisborne Region,No qualification,20-24 years,Female,210,
Gisborne Region,Level 1 certificate,20-24 years,Male,162,
Gisborne Region,Level 1 certificate,20-24 years,Female,180,
Gisborne Region,Level 2 certificate,20-24 years,Male,201,
Gisborne Region,Level 2 certificate,20-24 years,Female,195,
Gisborne Region,Level 3 certificate,20-24 years,Male,189,
Gisborne Region,Level 3 certificate,20-24 years,Female,213,
Gisborne Region,Level 4 certificate,20-24 years,Male,105,
Gisborne Region,Level 4 certificate,20-24 years,Female,87,
Gisborne Region,Level 5 or level 6 diploma,20-24 years,Male,72,
Gisborne Region,Level 5 or level 6 diploma,20-24 years,Female,60,
Gisborne Region,Bachelor degree and level 7 qualification,20-24 years,Male,48,
Gisborne Region,Bachelor degree and level 7 qualification,20-24 years,Female,117,
Gisborne Region,Post-graduate and honours degrees,20-24 years,Male,0,
Gisborne Region,Post-graduate and honours degrees,20-24 years,Female,9,
Gisborne Region,Masters degree,20-24 years,Male,0,
Gisborne Region,Masters degree,20-24 years,Female,3,
Gisborne Region,Doctorate degree,20-24 years,Male,0,
Gisborne Region,Doctorate degree,20-24 years,Female,0,
Gisborne Region,Overseas secondary school qualification,20-24 years,Male,24,
Gisborne Region,Overseas secondary school qualification,20-24 years,Female,24,
Gisborne Region,Not elsewhere included,20-24 years,Male,207,
Gisborne Region,Not elsewhere included,20-24 years,Female,168,
Hawke's Bay Region,No qualification,20-24 years,Male,585,
Hawke's Bay Region,No qualification,20-24 years,Female,564,
Hawke's Bay Region,Level 1 certificate,20-24 years,Male,465,
Hawke's Bay Region,Level 1 certificate,20-24 years,Female,510,
Hawke's Bay Region,Level 2 certificate,20-24 years,Male,660,
Hawke's Bay Region,Level 2 certificate,20-24 years,Female,636,
Hawke's Bay Region,Level 3 certificate,20-24 years,Male,549,
Hawke's Bay Region,Level 3 certificate,20-24 years,Female,762,
Hawke's Bay Region,Level 4 certificate,20-24 years,Male,474,
Hawke's Bay Region,Level 4 certificate,20-24 years,Female,255,
Hawke's Bay Region,Level 5 or level 6 diploma,20-24 years,Male,210,
Hawke's Bay Region,Level 5 or level 6 diploma,20-24 years,Female,303,
Hawke's Bay Region,Bachelor degree and level 7 qualification,20-24 years,Male,192,
Hawke's Bay Region,Bachelor degree and level 7 qualification,20-24 years,Female,441,
Hawke's Bay Region,Post-graduate and honours degrees,20-24 years,Male,27,
Hawke's Bay Region,Post-graduate and honours degrees,20-24 years,Female,42,
Hawke's Bay Region,Masters degree,20-24 years,Male,6,
Hawke's Bay Region,Masters degree,20-24 years,Female,3,
Hawke's Bay Region,Doctorate degree,20-24 years,Male,0,
Hawke's Bay Region,Doctorate degree,20-24 years,Female,0,
Hawke's Bay Region,Overseas secondary school qualification,20-24 years,Male,99,
Hawke's Bay Region,Overseas secondary school qualification,20-24 years,Female,93,
Hawke's Bay Region,Not elsewhere included,20-24 years,Male,579,
Hawke's Bay Region,Not elsewhere included,20-24 years,Female,474,
Taranaki Region,No qualification,20-24 years,Male,504,
Taranaki Region,No qualification,20-24 years,Female,357,
Taranaki Region,Level 1 certificate,20-24 years,Male,426,
Taranaki Region,Level 1 certificate,20-24 years,Female,351,
Taranaki Region,Level 2 certificate,20-24 years,Male,525,
Taranaki Region,Level 2 certificate,20-24 years,Female,525,
Taranaki Region,Level 3 certificate,20-24 years,Male,438,
Taranaki Region,Level 3 certificate,20-24 years,Female,576,
Taranaki Region,Level 4 certificate,20-24 years,Male,417,
Taranaki Region,Level 4 certificate,20-24 years,Female,168,
Taranaki Region,Level 5 or level 6 diploma,20-24 years,Male,126,
Taranaki Region,Level 5 or level 6 diploma,20-24 years,Female,207,
Taranaki Region,Bachelor degree and level 7 qualification,20-24 years,Male,189,
Taranaki Region,Bachelor degree and level 7 qualification,20-24 years,Female,363,
Taranaki Region,Post-graduate and honours degrees,20-24 years,Male,33,
Taranaki Region,Post-graduate and honours degrees,20-24 years,Female,45,
Taranaki Region,Masters degree,20-24 years,Male,9,
Taranaki Region,Masters degree,20-24 years,Female,9,
Taranaki Region,Doctorate degree,20-24 years,Male,0,
Taranaki Region,Doctorate degree,20-24 years,Female,0,
Taranaki Region,Overseas secondary school qualification,20-24 years,Male,72,
Taranaki Region,Overseas secondary school qualification,20-24 years,Female,54,
Taranaki Region,Not elsewhere included,20-24 years,Male,378,
Taranaki Region,Not elsewhere included,20-24 years,Female,303,
Manawatu-Wanganui Region,No qualification,20-24 years,Male,945,
Manawatu-Wanganui Region,No qualification,20-24 years,Female,822,
Manawatu-Wanganui Region,Level 1 certificate,20-24 years,Male,864,
Manawatu-Wanganui Region,Level 1 certificate,20-24 years,Female,855,
Manawatu-Wanganui Region,Level 2 certificate,20-24 years,Male,1386,
Manawatu-Wanganui Region,Level 2 certificate,20-24 years,Female,1017,
Manawatu-Wanganui Region,Level 3 certificate,20-24 years,Male,1641,
Manawatu-Wanganui Region,Level 3 certificate,20-24 years,Female,2055,
Manawatu-Wanganui Region,Level 4 certificate,20-24 years,Male,753,
Manawatu-Wanganui Region,Level 4 certificate,20-24 years,Female,402,
Manawatu-Wanganui Region,Level 5 or level 6 diploma,20-24 years,Male,255,
Manawatu-Wanganui Region,Level 5 or level 6 diploma,20-24 years,Female,393,
Manawatu-Wanganui Region,Bachelor degree and level 7 qualification,20-24 years,Male,495,
Manawatu-Wanganui Region,Bachelor degree and level 7 qualification,20-24 years,Female,924,
Manawatu-Wanganui Region,Post-graduate and honours degrees,20-24 years,Male,66,
Manawatu-Wanganui Region,Post-graduate and honours degrees,20-24 years,Female,102,
Manawatu-Wanganui Region,Masters degree,20-24 years,Male,12,
Manawatu-Wanganui Region,Masters degree,20-24 years,Female,21,
Manawatu-Wanganui Region,Doctorate degree,20-24 years,Male,3,
Manawatu-Wanganui Region,Doctorate degree,20-24 years,Female,0,
Manawatu-Wanganui Region,Overseas secondary school qualification,20-24 years,Male,270,
Manawatu-Wanganui Region,Overseas secondary school qualification,20-24 years,Female,300,
Manawatu-Wanganui Region,Not elsewhere included,20-24 years,Male,897,
Manawatu-Wanganui Region,Not elsewhere included,20-24 years,Female,708,
Wellington Region,No qualification,20-24 years,Male,1275,
Wellington Region,No qualification,20-24 years,Female,1008,
Wellington Region,Level 1 certificate,20-24 years,Male,1233,
Wellington Region,Level 1 certificate,20-24 years,Female,1149,
Wellington Region,Level 2 certificate,20-24 years,Male,2499,
Wellington Region,Level 2 certificate,20-24 years,Female,2001,
Wellington Region,Level 3 certificate,20-24 years,Male,4479,
Wellington Region,Level 3 certificate,20-24 years,Female,5427,
Wellington Region,Level 4 certificate,20-24 years,Male,1323,
Wellington Region,Level 4 certificate,20-24 years,Female,906,
Wellington Region,Level 5 or level 6 diploma,20-24 years,Male,981,
Wellington Region,Level 5 or level 6 diploma,20-24 years,Female,1017,
Wellington Region,Bachelor degree and level 7 qualification,20-24 years,Male,2469,
Wellington Region,Bachelor degree and level 7 qualification,20-24 years,Female,3819,
Wellington Region,Post-graduate and honours degrees,20-24 years,Male,456,
Wellington Region,Post-graduate and honours degrees,20-24 years,Female,651,
Wellington Region,Masters degree,20-24 years,Male,111,
Wellington Region,Masters degree,20-24 years,Female,138,
Wellington Region,Doctorate degree,20-24 years,Male,3,
Wellington Region,Doctorate degree,20-24 years,Female,3,
Wellington Region,Overseas secondary school qualification,20-24 years,Male,540,
Wellington Region,Overseas secondary school qualification,20-24 years,Female,645,
Wellington Region,Not elsewhere included,20-24 years,Male,1734,
Wellington Region,Not elsewhere included,20-24 years,Female,1554,
Tasman Region,No qualification,20-24 years,Male,147,
Tasman Region,No qualification,20-24 years,Female,126,
Tasman Region,Level 1 certificate,20-24 years,Male,120,
Tasman Region,Level 1 certificate,20-24 years,Female,108,
Tasman Region,Level 2 certificate,20-24 years,Male,177,
Tasman Region,Level 2 certificate,20-24 years,Female,132,
Tasman Region,Level 3 certificate,20-24 years,Male,156,
Tasman Region,Level 3 certificate,20-24 years,Female,159,
Tasman Region,Level 4 certificate,20-24 years,Male,135,
Tasman Region,Level 4 certificate,20-24 years,Female,57,
Tasman Region,Level 5 or level 6 diploma,20-24 years,Male,48,
Tasman Region,Level 5 or level 6 diploma,20-24 years,Female,66,
Tasman Region,Bachelor degree and level 7 qualification,20-24 years,Male,51,
Tasman Region,Bachelor degree and level 7 qualification,20-24 years,Female,99,
Tasman Region,Post-graduate and honours degrees,20-24 years,Male,0,
Tasman Region,Post-graduate and honours degrees,20-24 years,Female,12,
Tasman Region,Masters degree,20-24 years,Male,0,
Tasman Region,Masters degree,20-24 years,Female,6,
Tasman Region,Doctorate degree,20-24 years,Male,0,
Tasman Region,Doctorate degree,20-24 years,Female,0,
Tasman Region,Overseas secondary school qualification,20-24 years,Male,24,
Tasman Region,Overseas secondary school qualification,20-24 years,Female,30,
Tasman Region,Not elsewhere included,20-24 years,Male,87,
Tasman Region,Not elsewhere included,20-24 years,Female,90,
Nelson Region,No qualification,20-24 years,Male,201,
Nelson Region,No qualification,20-24 years,Female,165,
Nelson Region,Level 1 certificate,20-24 years,Male,147,
Nelson Region,Level 1 certificate,20-24 years,Female,135,
Nelson Region,Level 2 certificate,20-24 years,Male,213,
Nelson Region,Level 2 certificate,20-24 years,Female,189,
Nelson Region,Level 3 certificate,20-24 years,Male,183,
Nelson Region,Level 3 certificate,20-24 years,Female,213,
Nelson Region,Level 4 certificate,20-24 years,Male,126,
Nelson Region,Level 4 certificate,20-24 years,Female,81,
Nelson Region,Level 5 or level 6 diploma,20-24 years,Male,54,
Nelson Region,Level 5 or level 6 diploma,20-24 years,Female,93,
Nelson Region,Bachelor degree and level 7 qualification,20-24 years,Male,84,
Nelson Region,Bachelor degree and level 7 qualification,20-24 years,Female,129,
Nelson Region,Post-graduate and honours degrees,20-24 years,Male,18,
Nelson Region,Post-graduate and honours degrees,20-24 years,Female,15,
Nelson Region,Masters degree,20-24 years,Male,0,
Nelson Region,Masters degree,20-24 years,Female,6,
Nelson Region,Doctorate degree,20-24 years,Male,0,
Nelson Region,Doctorate degree,20-24 years,Female,0,
Nelson Region,Overseas secondary school qualification,20-24 years,Male,36,
Nelson Region,Overseas secondary school qualification,20-24 years,Female,30,
Nelson Region,Not elsewhere included,20-24 years,Male,135,
Nelson Region,Not elsewhere included,20-24 years,Female,87,
Marlborough Region,No qualification,20-24 years,Male,165,
Marlborough Region,No qualification,20-24 years,Female,123,
Marlborough Region,Level 1 certificate,20-24 years,Male,108,
Marlborough Region,Level 1 certificate,20-24 years,Female,117,
Marlborough Region,Level 2 certificate,20-24 years,Male,192,
Marlborough Region,Level 2 certificate,20-24 years,Female,165,
Marlborough Region,Level 3 certificate,20-24 years,Male,159,
Marlborough Region,Level 3 certificate,20-24 years,Female,165,
Marlborough Region,Level 4 certificate,20-24 years,Male,105,
Marlborough Region,Level 4 certificate,20-24 years,Female,54,
Marlborough Region,Level 5 or level 6 diploma,20-24 years,Male,48,
Marlborough Region,Level 5 or level 6 diploma,20-24 years,Female,45,
Marlborough Region,Bachelor degree and level 7 qualification,20-24 years,Male,39,
Marlborough Region,Bachelor degree and level 7 qualification,20-24 years,Female,84,
Marlborough Region,Post-graduate and honours degrees,20-24 years,Male,15,
Marlborough Region,Post-graduate and honours degrees,20-24 years,Female,12,
Marlborough Region,Masters degree,20-24 years,Male,3,
Marlborough Region,Masters degree,20-24 years,Female,6,
Marlborough Region,Doctorate degree,20-24 years,Male,0,
Marlborough Region,Doctorate degree,20-24 years,Female,0,
Marlborough Region,Overseas secondary school qualification,20-24 years,Male,30,
Marlborough Region,Overseas secondary school qualification,20-24 years,Female,33,
Marlborough Region,Not elsewhere included,20-24 years,Male,129,
Marlborough Region,Not elsewhere included,20-24 years,Female,114,
West Coast Region,No qualification,20-24 years,Male,138,
